type,id,time,travelTime,carsInSegment,score
match,'003002,1268010949.991,68.992,5,0.27
match,'003002,1268010956.226,11.115,3,0.21
match,'002001,1268010961.745,5.519,0,0.19
match,'003002,1268011013.909,65.236,8,0.26
match,'003002,1268011042.195,71.564,7,0.22
match,'003002,1268011044.557,64.931,5,0.15
match,'003002,1268011057.406,63.155,5,0.15
match,'002001,1268011061.589,80.851,12,0.17
match,'002001,1268011069.484,42.277,7,0.20
match,'002001,1268011071.944,42.737,6,0.23
match,'002001,1268011074.413,25.538,2,0.26
match,'003002,1268011144.140,115.741,5,0.18
match,'003002,1268011147.667,113.595,4,0.15
match,'003002,1268011151.367,103.577,3,0.04
match,'003002,1268011155.858,97.896,2,0.12
match,'003002,1268011164.945,64.733,0,0.11
match,'002001,1268011179.523,65.626,10,0.20
match,'003002,1268011258.320,68.889,6,0.07
match,'003002,1268011272.687,71.686,2,0.20
match,'002001,1268011284.674,70.788,11,0.12
match,'002001,1268011291.823,33.503,5,0.18
match,'002001,1268011293.929,32.887,4,0.16
match,'003002,1268011294.523,89.897,3,0.27
match,'002001,1268011296.006,30.503,4,0.28
match,'002001,1268011298.003,30.484,3,0.11
match,'003002,1268011309.803,28.177,1,0.10
match,'002001,1268011321.319,26.796,6,0.14
match,'003002,1268011379.675,69.674,10,0.10
match,'002001,1268011387.286,79.537,15,0.26
match,'002001,1268011389.675,79.872,14,0.22
match,'002001,1268011397.952,43.484,7,0.25
match,'002001,1268011401.475,35.996,5,0.18
match,'003002,1268011406.773,80.039,8,0.24
match,'002001,1268011421.381,14.608,2,0.25
match,'003002,1268011468.136,94.470,13,0.10
match,'003002,1268011469.959,63.584,9,0.28
match,'003002,1268011494.359,71.751,10,0.05
match,'003002,1268011497.940,68.831,9,0.26
match,'002001,1268011500.386,41.722,6,0.14
match,'002001,1268011504.444,34.485,3,0.23
match,'002001,1268011511.148,20.922,2,0.25
match,'002001,1268011536.706,16.589,0,0.19
match,'003002,1268011570.453,82.756,11,0.24
match,'003002,1268011581.281,65.859,7,0.14
match,'003002,1268011588.535,66.307,6,0.19
match,'002001,1268011603.752,22.471,4,0.20
match,'003002,1268011603.789,74.358,8,0.08
match,'003002,1268011606.160,74.706,8,0.04
match,'002001,1268011607.268,18.733,4,0.12
match,'003002,1268011608.679,74.983,7,0.19
match,'002001,1268011616.299,19.331,3,0.24
match,'003002,1268011623.957,83.005,9,0.28
match,'003002,1268011693.445,131.624,19,0.16
match,'003002,1268011700.398,100.468,16,0.17
match,'003002,1268011702.663,84.171,12,0.26
match,'003002,1268011709.953,86.584,10,0.05
match,'003002,1268011714.929,88.374,9,0.12
match,'002001,1268011715.410,109.250,20,0.27
match,'002001,1268011719.066,90.754,17,0.24
match,'002001,1268011724.186,68.870,14,0.29
match,'002001,1268011729.476,45.281,6,0.27
match,'002001,1268011733.589,40.144,5,0.10
match,'003002,1268011750.160,116.729,11,0.24
match,'003002,1268011790.460,143.959,11,0.13
match,'003002,1268011796.507,122.078,10,0.24
match,'003002,1268011812.991,78.208,7,0.14
match,'003002,1268011818.429,78.491,6,0.07
match,'002001,1268011834.074,83.914,13,0.15
match,'002001,1268011838.655,42.148,8,0.28
match,'003002,1268011876.503,131.197,13,0.15
match,'003002,1268011886.539,131.459,12,0.29
match,'003002,1268011904.252,113.854,11,0.08
match,'003002,1268011908.531,106.031,9,0.18
match,'003002,1268011910.214,75.411,8,0.24
match,'003002,1268011920.179,77.031,6,0.18
match,'002001,1268011927.878,65.761,12,0.22
match,'002001,1268011929.757,65.429,11,0.07
match,'002001,1268011933.574,23.360,6,0.26
match,'002001,1268011934.881,23.112,5,0.14
match,'003002,1268011968.346,63.275,7,0.26
match,'003002,1268012008.140,98.076,7,0.15
match,'003002,1268012012.445,74.858,6,0.22
match,'003002,1268012020.734,72.882,5,0.10
match,'002001,1268012033.074,69.664,12,0.17
match,'002001,1268012046.721,30.847,4,0.21
match,'002001,1268012048.074,29.408,3,0.26
match,'003002,1268012054.772,26.583,5,0.10
match,'003002,1268012113.733,80.678,5,0.13
match,'003002,1268012117.535,64.927,3,0.23
match,'003002,1268012122.261,67.965,2,0.11
match,'003002,1268012124.351,66.834,1,0.06
match,'002001,1268012125.613,70.841,13,0.13
match,'002001,1268012146.929,54.422,10,0.27
match,'002001,1268012153.449,39.716,6,0.28
match,'002001,1268012154.733,37.198,4,0.16
match,'002001,1268012156.507,34.246,2,0.27
match,'003002,1268012179.132,116.633,5,0.19
match,'003002,1268012184.136,18.957,5,0.23
match,'002001,1268012240.729,61.597,8,0.11
match,'002001,1268012242.292,59.918,7,0.15
match,'002001,1268012245.257,61.121,6,0.22
match,'002001,1268012252.472,19.652,2,0.14
match,'002001,1268012256.339,20.661,1,0.20
match,'002001,1268012265.394,18.738,0,0.21
match,'003002,1268012274.968,92.100,5,0.06
match,'003002,1268012327.570,119.024,6,0.21
match,'002001,1268012334.339,59.371,5,0.22
match,'002001,1268012360.300,59.614,6,0.23
match,'003002,1268012393.656,163.914,16,0.19
match,'003002,1268012444.160,63.388,7,0.22
match,'003002,1268012451.459,67.654,6,0.07
match,'003002,1268012454.152,67.621,5,0.06
match,'003002,1268012461.085,67.685,4,0.13
match,'002001,1268012464.666,46.655,6,0.26
match,'003002,1268012473.303,69.278,3,0.12
match,'002001,1268012492.257,18.954,0,0.20
match,'003002,1268012505.144,24.939,6,0.16
match,'002001,1268012511.643,8.073,2,0.23
match,'003002,1268012551.175,66.174,5,0.05
match,'003002,1268012556.694,62.622,3,0.19
match,'003002,1268012558.655,62.450,2,0.17
match,'002001,1268012578.315,36.065,3,0.20
match,'002001,1268012580.476,23.782,1,0.26
match,'003002,1268012608.480,111.480,8,0.26
match,'003002,1268012658.554,95.186,9,0.22
match,'003002,1268012661.113,73.559,6,0.02
match,'003002,1268012664.784,73.675,4,0.11
match,'003002,1268012683.769,64.262,4,0.25
match,'002001,1268012686.152,25.039,4,0.13
match,'002001,1268012691.156,28.133,3,0.25
match,'003002,1268012754.472,81.793,12,0.11
match,'003002,1268012770.785,67.596,9,0.27
match,'003002,1268012775.612,69.454,9,0.07
match,'003002,1268012780.053,68.670,8,0.05
match,'003002,1268012789.746,66.901,5,0.11
match,'003002,1268012791.526,65.737,4,0.13
match,'002001,1268012797.144,46.738,10,0.13
match,'002001,1268012802.914,27.302,5,0.22
match,'002001,1268012810.729,20.983,1,0.26
match,'003002,1268012813.909,70.316,4,0.21
match,'003002,1268012883.699,69.385,8,0.06
match,'002001,1268012892.539,78.630,8,0.17
match,'003002,1268012895.816,76.753,5,0.08
match,'002001,1268012896.550,36.371,7,0.22
match,'002001,1268012900.621,30.630,5,0.13
match,'003002,1268012901.656,80.103,4,0.24
match,'003002,1268012903.171,78.380,2,0.23
match,'002001,1268012909.128,24.027,5,0.19
match,'002001,1268012913.010,17.194,3,0.21
match,'003002,1268012988.296,136.373,14,0.07
match,'003002,1268012990.242,77.343,12,0.17
match,'003002,1268012997.831,77.205,10,0.17
match,'003002,1268012999.226,72.959,8,0.11
match,'003002,1268013001.382,72.405,7,0.18
match,'003002,1268013007.886,65.269,5,0.05
match,'002001,1268013015.859,51.114,8,0.22
match,'002001,1268013020.870,23.039,5,0.17
match,'002001,1268013026.601,23.828,2,0.16
match,'003002,1268013093.042,118.384,12,0.24
match,'003002,1268013097.148,67.475,8,0.17
match,'003002,1268013101.621,69.229,8,0.06
match,'003002,1268013104.417,66.753,6,0.13
match,'002001,1268013104.952,62.949,13,0.27
match,'002001,1268013118.957,21.809,5,0.16
match,'002001,1268013121.096,22.194,4,0.29
match,'002001,1268013123.445,21.824,3,0.19
match,'003002,1268013203.234,71.436,9,0.09
match,'003002,1268013206.976,71.771,7,0.07
match,'003002,1268013217.636,67.072,4,0.14
match,'002001,1268013222.045,88.656,12,0.17
match,'002001,1268013242.441,24.805,3,0.25
match,'003002,1268013256.182,72.416,7,0.13
match,'003002,1268013276.139,87.989,8,0.22
match,'003002,1268013305.359,74.726,5,0.15
match,'002001,1268013336.616,76.839,7,0.23
match,'002001,1268013340.097,61.074,4,0.17
match,'002001,1268013348.195,45.391,3,0.24
match,'003002,1268013352.738,89.340,7,0.24
match,'002001,1268013353.457,40.364,2,0.07
match,'003002,1268013424.164,76.834,5,0.13
match,'003002,1268013430.136,79.622,4,0.15
match,'002001,1268013458.570,19.771,1,0.24
match,'002001,1268013462.183,20.672,1,0.14
match,'003002,1268013521.795,74.317,10,0.25
match,'002001,1268013537.410,27.556,5,0.26
match,'003002,1268013547.277,82.197,10,0.06
match,'003002,1268013549.557,76.244,8,0.06
match,'003002,1268013551.992,69.951,7,0.04
match,'002001,1268013554.488,34.732,6,0.26
match,'002001,1268013565.109,34.931,3,0.16
match,'002001,1268013638.632,20.765,3,0.22
match,'003002,1268013639.928,113.733,6,0.07
match,'003002,1268013641.390,90.646,3,0.27
match,'003002,1268013685.561,127.583,11,0.16
match,'003002,1268013745.491,64.654,8,0.17
match,'003002,1268013760.281,75.490,6,0.11
match,'003002,1268013762.163,68.708,2,0.11
match,'003002,1268013766.625,71.538,1,0.05
match,'002001,1268013767.971,82.410,10,0.10
match,'002001,1268013770.539,41.618,7,0.19
match,'002001,1268013776.518,22.562,3,0.15
match,'003002,1268013843.890,60.646,10,0.05
match,'003002,1268013870.371,82.159,9,0.11
match,'002001,1268013871.765,33.114,4,0.13
match,'003002,1268013876.058,75.699,5,0.23
match,'002001,1268013876.265,29.375,3,0.25
match,'003002,1268013897.570,93.522,11,0.15
match,'003002,1268013957.632,149.888,14,0.23
match,'002001,1268013959.639,9.702,2,0.18
match,'003002,1268013965.612,80.705,9,0.16
match,'003002,1268013966.000,79.538,8,0.14
match,'003002,1268013969.108,81.052,7,0.13
match,'003002,1268013971.859,82.053,6,0.13
match,'003002,1268013980.871,78.713,4,0.26
match,'002001,1268013996.842,31.230,5,0.14
match,'002001,1268013998.252,32.252,4,0.22
match,'003002,1268014068.377,63.058,4,0.11
match,'003002,1268014078.241,70.904,4,0.21
match,'003002,1268014081.031,62.990,2,0.29
match,'002001,1268014086.885,71.132,9,0.25
match,'002001,1268014108.160,39.783,6,0.23
match,'003002,1268014145.367,109.209,7,0.27
match,'002001,1268014153.959,72.928,8,0.24
match,'003002,1268014161.593,78.826,6,0.23
match,'003002,1268014181.769,65.598,4,0.07
match,'003002,1268014184.183,65.419,3,0.23
match,'003002,1268014194.604,67.063,1,0.14
match,'002001,1268014205.577,21.394,2,0.14
match,'003002,1268014277.811,127.989,6,0.14
match,'003002,1268014291.620,65.846,3,0.08
match,'003002,1268014299.136,68.377,1,0.23
match,'003002,1268014333.632,11.256,3,0.23
match,'002001,1268014339.367,47.747,5,0.21
match,'003002,1268014396.066,71.096,5,0.19
match,'003002,1268014399.562,72.577,4,0.10
match,'003002,1268014401.636,71.926,3,0.06
match,'002001,1268014413.328,73.711,8,0.20
match,'003002,1268014479.682,131.300,10,0.15
match,'003002,1268014483.952,69.164,8,0.18
match,'003002,1268014490.941,63.246,6,0.16
match,'003002,1268014509.582,65.511,5,0.23
match,'002001,1268014518.784,80.949,8,0.24
match,'002001,1268014526.909,47.227,5,0.26
match,'002001,1268014529.584,38.643,3,0.04
match,'003002,1268014542.707,90.887,7,0.12
match,'003002,1268014591.342,122.467,9,0.28
match,'003002,1268014603.897,65.881,4,0.24
match,'002001,1268014630.905,82.327,8,0.19
match,'002001,1268014632.781,44.524,6,0.19
match,'002001,1268014636.916,41.996,4,0.15
match,'002001,1268014638.370,34.473,2,0.26
match,'003002,1268014644.585,62.373,3,0.10
match,'002001,1268014660.886,16.301,1,0.21
match,'003002,1268014704.953,100.007,5,0.21
match,'002001,1268014741.972,23.230,2,0.28
match,'002001,1268014745.277,21.380,1,0.20
match,'002001,1268014753.835,14.907,0,0.17
match,'003002,1268014770.250,57.163,8,0.15
match,'003002,1268014815.320,84.616,4,0.11
match,'003002,1268014825.342,85.895,3,0.21
match,'002001,1268014835.527,65.277,5,0.12
match,'002001,1268014839.085,23.765,2,0.15
match,'003002,1268014902.045,106.295,10,0.28
match,'002001,1268014945.113,71.318,8,0.26
